"","X","studyid","intid","repeatcode_study","figcode_study","int_type","spp","year","species","general","repeatcode","figcode","phenofreq","short_site","terrestrial","phenovalue"
"2193",2047,"SET005",233,"repeat","SET005_3","predation","spp1",1985,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",150.152
"2241",2071,"SET005",234,"repeat","SET005_4","predation","spp1",1985,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",150.152
"2289",2095,"SET005",235,"repeat","SET005_5","predation","spp1",1985,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",150.152
"2122",2000,"SET005",231,"repeat","SET005_1","predation","spp1",1986,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.8
"2146",2024,"SET005",232,"repeat","SET005_2","predation","spp1",1986,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.8
"2194",2048,"SET005",233,"repeat","SET005_3","predation","spp1",1986,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.8
"2242",2072,"SET005",234,"repeat","SET005_4","predation","spp1",1986,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.8
"2290",2096,"SET005",235,"repeat","SET005_5","predation","spp1",1986,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.8
"2123",2001,"SET005",231,"repeat","SET005_1","predation","spp1",1987,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",158.576
"2147",2025,"SET005",232,"repeat","SET005_2","predation","spp1",1987,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",158.576
"2195",2049,"SET005",233,"repeat","SET005_3","predation","spp1",1987,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",158.576
"2243",2073,"SET005",234,"repeat","SET005_4","predation","spp1",1987,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",158.576
"2291",2097,"SET005",235,"repeat","SET005_5","predation","spp1",1987,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",158.576
"2124",2002,"SET005",231,"repeat","SET005_1","predation","spp1",1988,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.641
"2148",2026,"SET005",232,"repeat","SET005_2","predation","spp1",1988,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.641
"2196",2050,"SET005",233,"repeat","SET005_3","predation","spp1",1988,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.641
"2244",2074,"SET005",234,"repeat","SET005_4","predation","spp1",1988,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.641
"2292",2098,"SET005",235,"repeat","SET005_5","predation","spp1",1988,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.641
"2125",2003,"SET005",231,"repeat","SET005_1","predation","spp1",1989,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",148.7
"2149",2027,"SET005",232,"repeat","SET005_2","predation","spp1",1989,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",148.7
"2197",2051,"SET005",233,"repeat","SET005_3","predation","spp1",1989,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",148.7
"2245",2075,"SET005",234,"repeat","SET005_4","predation","spp1",1989,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",148.7
"2293",2099,"SET005",235,"repeat","SET005_5","predation","spp1",1989,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",148.7
"2126",2004,"SET005",231,"repeat","SET005_1","predation","spp1",1990,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",146.432
"2150",2028,"SET005",232,"repeat","SET005_2","predation","spp1",1990,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",146.432
"2198",2052,"SET005",233,"repeat","SET005_3","predation","spp1",1990,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",146.432
"2246",2076,"SET005",234,"repeat","SET005_4","predation","spp1",1990,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",146.432
"2294",2100,"SET005",235,"repeat","SET005_5","predation","spp1",1990,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",146.432
"2127",2005,"SET005",231,"repeat","SET005_1","predation","spp1",1991,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",156.363
"2151",2029,"SET005",232,"repeat","SET005_2","predation","spp1",1991,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",156.363
"2199",2053,"SET005",233,"repeat","SET005_3","predation","spp1",1991,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",156.363
"2247",2077,"SET005",234,"repeat","SET005_4","predation","spp1",1991,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",156.363
"2295",2101,"SET005",235,"repeat","SET005_5","predation","spp1",1991,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",156.363
"2128",2006,"SET005",231,"repeat","SET005_1","predation","spp1",1992,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",154.716
"2152",2030,"SET005",232,"repeat","SET005_2","predation","spp1",1992,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",154.716
"2200",2054,"SET005",233,"repeat","SET005_3","predation","spp1",1992,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",154.716
"2248",2078,"SET005",234,"repeat","SET005_4","predation","spp1",1992,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",154.716
"2296",2102,"SET005",235,"repeat","SET005_5","predation","spp1",1992,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",154.716
"2129",2007,"SET005",231,"repeat","SET005_1","predation","spp1",1993,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.503
"2153",2031,"SET005",232,"repeat","SET005_2","predation","spp1",1993,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.503
"2201",2055,"SET005",233,"repeat","SET005_3","predation","spp1",1993,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.503
"2249",2079,"SET005",234,"repeat","SET005_4","predation","spp1",1993,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.503
"2297",2103,"SET005",235,"repeat","SET005_5","predation","spp1",1993,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.503
"2130",2008,"SET005",231,"repeat","SET005_1","predation","spp1",1994,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.191
"2154",2032,"SET005",232,"repeat","SET005_2","predation","spp1",1994,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.191
"2202",2056,"SET005",233,"repeat","SET005_3","predation","spp1",1994,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.191
"2250",2080,"SET005",234,"repeat","SET005_4","predation","spp1",1994,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.191
"2298",2104,"SET005",235,"repeat","SET005_5","predation","spp1",1994,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.191
"2131",2009,"SET005",231,"repeat","SET005_1","predation","spp1",1995,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",177.027
"2155",2033,"SET005",232,"repeat","SET005_2","predation","spp1",1995,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",177.027
"2203",2057,"SET005",233,"repeat","SET005_3","predation","spp1",1995,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",177.027
"2251",2081,"SET005",234,"repeat","SET005_4","predation","spp1",1995,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",177.027
"2299",2105,"SET005",235,"repeat","SET005_5","predation","spp1",1995,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",177.027
"2132",2010,"SET005",231,"repeat","SET005_1","predation","spp1",1996,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.036
"2156",2034,"SET005",232,"repeat","SET005_2","predation","spp1",1996,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.036
"2204",2058,"SET005",233,"repeat","SET005_3","predation","spp1",1996,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.036
"2252",2082,"SET005",234,"repeat","SET005_4","predation","spp1",1996,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.036
"2300",2106,"SET005",235,"repeat","SET005_5","predation","spp1",1996,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",162.036
"2133",2011,"SET005",231,"repeat","SET005_1","predation","spp1",1997,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",136.656
"2157",2035,"SET005",232,"repeat","SET005_2","predation","spp1",1997,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",136.656
"2205",2059,"SET005",233,"repeat","SET005_3","predation","spp1",1997,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",136.656
"2253",2083,"SET005",234,"repeat","SET005_4","predation","spp1",1997,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",136.656
"2301",2107,"SET005",235,"repeat","SET005_5","predation","spp1",1997,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",136.656
"2134",2012,"SET005",231,"repeat","SET005_1","predation","spp1",1998,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",171.366
"2158",2036,"SET005",232,"repeat","SET005_2","predation","spp1",1998,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",171.366
"2206",2060,"SET005",233,"repeat","SET005_3","predation","spp1",1998,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",171.366
"2254",2084,"SET005",234,"repeat","SET005_4","predation","spp1",1998,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",171.366
"2302",2108,"SET005",235,"repeat","SET005_5","predation","spp1",1998,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",171.366
"2135",2013,"SET005",231,"repeat","SET005_1","predation","spp1",1999,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",171.002
"2159",2037,"SET005",232,"repeat","SET005_2","predation","spp1",1999,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",171.002
"2207",2061,"SET005",233,"repeat","SET005_3","predation","spp1",1999,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",171.002
"2255",2085,"SET005",234,"repeat","SET005_4","predation","spp1",1999,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",171.002
"2303",2109,"SET005",235,"repeat","SET005_5","predation","spp1",1999,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",171.002
"2136",2014,"SET005",231,"repeat","SET005_1","predation","spp1",2000,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",144.576
"2160",2038,"SET005",232,"repeat","SET005_2","predation","spp1",2000,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",144.576
"2208",2062,"SET005",233,"repeat","SET005_3","predation","spp1",2000,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",144.576
"2256",2086,"SET005",234,"repeat","SET005_4","predation","spp1",2000,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",144.576
"2304",2110,"SET005",235,"repeat","SET005_5","predation","spp1",2000,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",144.576
"2137",2015,"SET005",231,"repeat","SET005_1","predation","spp1",2001,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",157.698
"2161",2039,"SET005",232,"repeat","SET005_2","predation","spp1",2001,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",157.698
"2209",2063,"SET005",233,"repeat","SET005_3","predation","spp1",2001,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",157.698
"2257",2087,"SET005",234,"repeat","SET005_4","predation","spp1",2001,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",157.698
"2305",2111,"SET005",235,"repeat","SET005_5","predation","spp1",2001,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",157.698
"2138",2016,"SET005",231,"repeat","SET005_1","predation","spp1",2002,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",160.767
"2162",2040,"SET005",232,"repeat","SET005_2","predation","spp1",2002,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",160.767
"2210",2064,"SET005",233,"repeat","SET005_3","predation","spp1",2002,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",160.767
"2258",2088,"SET005",234,"repeat","SET005_4","predation","spp1",2002,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",160.767
"2306",2112,"SET005",235,"repeat","SET005_5","predation","spp1",2002,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",160.767
"2139",2017,"SET005",231,"repeat","SET005_1","predation","spp1",2003,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.359
"2163",2041,"SET005",232,"repeat","SET005_2","predation","spp1",2003,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.359
"2211",2065,"SET005",233,"repeat","SET005_3","predation","spp1",2003,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.359
"2259",2089,"SET005",234,"repeat","SET005_4","predation","spp1",2003,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.359
"2307",2113,"SET005",235,"repeat","SET005_5","predation","spp1",2003,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",165.359
"2140",2018,"SET005",231,"repeat","SET005_1","predation","spp1",2004,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",215.182
"2164",2042,"SET005",232,"repeat","SET005_2","predation","spp1",2004,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",215.182
"2212",2066,"SET005",233,"repeat","SET005_3","predation","spp1",2004,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",215.182
"2260",2090,"SET005",234,"repeat","SET005_4","predation","spp1",2004,"Ammodytes marinus","Ammodytes marinus","unique","unique","daily","northsea","aquatic",215.182
